ho_url_id	page_category	page_url
593	PRODUCT CATEGORY	www.walmart.com/c/kp/twin-size-box-springs
594	INFOGRAPHIC	www.freepik.com/free-vector/modern-labels-options-vector-infographics_716495.htm
595	WHITEPAPER	www.sans.org/reading-room/whitepapers/firewalls/isa-server-logs-interpret-network-traffic-814
596	PRODUCT CATEGORY	www.walmart.com/tp/vertical-blinds
597	DOCUMENTATION	www.docuvantage.com/workflow-analysis
598	STORE LOCATOR	www.mystore411.com/store/list_city/2134/Kansas/wichita/Goodyear-Tires-store-locations
599	DOCUMENTATION	www.mathworks.com/help/
600	PRODUCT CATEGORY	www.kmart.com/tools-tool-sets/b-25879
601	PRODUCT DETAIL	www.health.harvard.edu/blog/seasonal-affective-disorder-bring-on-the-light-201212215663
602	PRODUCT DETAIL	www.chargerbuy.com/hp-photosmart-7520-cz045b-printer-ac-adapter-32v-16v-power.html
603	STORE LOCATOR	upsstorelocations.net/ups-georgia/greensboro-ga/18641/
604	PRODUCT CATEGORY	www.menards.com/main/c-12505.htm
605	PRODUCT CATEGORY	www.ajmadison.com/b.php/Wall+Mount%3BRange+Hoods/N~32+4294960156
606	STORE LOCATOR	www.mystore411.com/store/listing/730/Havertys-store-locations
607	STORE LOCATOR	www.seaglasscreationsbysharon.com/store-locations.html
608	INFOGRAPHIC	www.mikewirthart.com/
609	DOCUMENTATION	docs.oracle.com/cd/E37115_01/admin.1112/e27239/toc.htm
610	WHITEPAPER	www.techrepublic.com/resource-library/whitepapers/linux-based-implementation-of-macsec-key-agreement-mka/
611	WHITEPAPER	virtualizationreview.com/whitepapers/2015/01/vr-buyers-guide.aspx
612	PRODUCT COMPARISON	www.comparebusinessproducts.com/phone-systems/cisco-vs-avaya-for-small-business
613	PRODUCT COMPARISON	www.shrm.org/templatestools/hrqa/pages/benefitscomparison.aspx
614	PRODUCT CATEGORY	www.rehabmart.com/category/Raised_Toilet_Seats.htm
615	PRODUCT CATEGORY	www.sears.com/appliances-dishwashers/b-1020017
616	PRODUCT DETAIL	www.tptherapy.com/product/GRID_FoamRoller
617	STORE LOCATOR	storefound.org/fedex-store-hours-locations/nh/durham
618	PRODUCT CATEGORY	www.amazon.com/touch-screen-car-stereo/cp/hb9wgza9rktf95t
619	PRODUCT CATEGORY	www.toysrus.com/family/index.jsp?categoryId=2256275
620	INFOGRAPHIC	lifehacker.com/this-infographic-reveals-how-to-raise-happy-and-healthy-1542169077
621	STORE LOCATOR	www.oshkosh.com/find-a-store
622	STORE LOCATOR	www.finishline.com/store/storelocator/storelocator.jsp
623	PRODUCT CATEGORY	www.garaga.com/garage-doors/residential/windows/
624	PRODUCT COMPARISON	www.pcadvisor.co.uk/review/iphones/nexus-4-vs-iphone-4s-smartphone-comparison-review-3421160/
625	PRODUCT DETAIL	www.sears.com/search=15%20trampoline%20enclosure
626	PRODUCT COMPARISON	www.filtersfast.com/refrigerator-water-comparison.asp
627	PRODUCT CATEGORY	www.harborfreight.com/household/security.html
628	INFOGRAPHIC	legaldictionary.net/lawyer-infographic/
629	DOCUMENTATION	confluence.atlassian.com/jira/configuring-workflow-185729632.html
630	DOCUMENTATION	www.cadsharp.com/blog/7-mistakes-new-solidworks-api-programmers-make/
631	PRODUCT CATEGORY	www.lowes.com/pd_525606-70-DCF889HM2_0__?productId=50031432
632	PRODUCT COMPARISON	www.harddrivebenchmark.net/
633	PRODUCT COMPARISON	www.netapp.com/us/products/storage-systems/fas2500/fas2500-product-comparison.aspx
634	INFOGRAPHIC	flashpointsurvival.com/isis-attack-paris-infographic/
635	PRESS RELEASE	www.airbusgroup.com/int/en/news-media/press-releases/Airbus-Group/Financial_Communication/2014/04/20140430_airbus_defence_and_space_KazEOSat-1.html
636	PRODUCT COMPARISON	game-camera-review.toptenreviews.com/
637	WHITEPAPER	www.titus.com/resources/whitepapers/whitepapers_sharepoint.php
638	PRODUCT COMPARISON	www.lmpforum.com/forum/topic/439-comparison-of-variable-fluid-coupling-vfc-versus-variable-frequency-drive-vfd/
639	PRODUCT CATEGORY	www.walmart.com/c/kp/black-work-shoes
640	PRODUCT CATEGORY	www.wayfair.com/Kitchen-Canisters-and-Jars-C246768.html
641	PRESS RELEASE	www.federalreserve.gov/newsevents/press/monetary/20160217a.htm
642	WHITEPAPER	www.lowyinstitute.org/news-and-media/hot-topic/2013-defence-white-paper
643	PRODUCT COMPARISON	www.mysupermarket.co.uk/tesco-price-comparison/Party_Accessories/Sainsburys_Fluorescent_Flexible_Drinking_Straws_225.html
644	PRODUCT COMPARISON	www.silverfishlongboarding.com/forum/longboard-skateboard-reviews-and-comparisons/96549-best-all-around-longboard-rayne-demonseed.html
645	WHITEPAPER	valitics.com/_literature_55881/Valitics_Web_Analytics_White_Paper
646	PRODUCT DETAIL	www.amazon.com/Folding-Electric-Wheelchair-Carrier-Mobility/dp/B00AOA6HXK
647	PRODUCT DETAIL	www.realvolleyball.com/categories/womens/juniors-shoes.html
648	PRESS RELEASE	www.justice.gov/archive/opa/pr/2006/August/
649	DOCUMENTATION	www.dotnetspider.com/projects/782-Student-Tracking-System.aspx
650	DOCUMENTATION	confluence.atlassian.com/display/BAMBOO/Bamboo+Best+Practice
651	DOCUMENTATION	confluence.atlassian.com/jira/what-is-workflow-185729618.html
652	WHITEPAPER	www.firstsource.com/us/resources/white-papers
653	PRODUCT DETAIL	www.asafehome.net/PAGES/Safe-Homes-International-StrikeMaster-II-Pro.html
654	WHITEPAPER	www.ceonex.com/whitepapers/corporate_product_identity_and_strategy/different_types_of_corporate_identity.htm
655	WHITEPAPER	soffront.com/resources
656	PRODUCT DETAIL	www.dogids.com/category/braided-dog-collars/
657	PRODUCT CATEGORY	www.pocket-lint.com/news/118481-best-tablet-bags
658	WHITEPAPER	www.intralinks.com/resources/whitepapers/building-better-data-room
659	INFOGRAPHIC	www.business2community.com/infographics/ultimate-guide-setting-kpis-measuring-content-performance-infographic-01198709
660	WHITEPAPER	www.act-on.com/whitepaper/best-practices-for-sales-enablement/
661	PRODUCT DETAIL	www.amazon.com/Cuisinart-MCP117-16BR-MultiClad-Stainless-Rectangular/dp/B0041Q409G
662	PRODUCT CATEGORY	www.cpooutlets.com/fein-oscillating-tools/fein-oscillating-tools,default,sc.html
663	WHITEPAPER	www.slideshare.net/massbiz/whitepaper-best-practices-for-integrated-physical-security-supporting-ma-itd-sec-10
664	PRODUCT COMPARISON	smallbusiness.chron.com/comparison-principal-payment-systems-ecommerce-78133.html
665	PRESS RELEASE	www.hsph.harvard.edu/news/press-releases/truck-drivers-sleep-disorders-crashes/
666	WHITEPAPER	www.tek.com/document/whitepaper/power-supply-transient-response-considerations-when-testing-portable-wireless-de
667	STORE LOCATOR	www.hoursinfo.com/prudential-real-estate-store-hours-locations/new-york/bronx
668	INFOGRAPHIC	www.marketingprofs.com/chirp/2016/29100/mapping-a-mobile-app-users-journey-from-discovery-to-purchase-infographic
669	DOCUMENTATION	www.lorman.com/resources/the-importance-of-proper-documentation-procedures-15189
670	PRODUCT CATEGORY	gearpatrol.com/2015/07/13/best-desk-pads-office-home/
671	INFOGRAPHIC	www.businessinsider.com/infographic-most-recruiters-are-completely-ignoring-facebook-and-twitter-2012-2
672	PRODUCT CATEGORY	www.orientaltrading.com/party-supplies/party-tableware/party-straws-and-picks-a1-551218.fltr
673	PRODUCT DETAIL	pcpartpicker.com/part/amd-cpu-fd6100wmgusbx
674	DOCUMENTATION	support.f5.com/kb/en-us/products/big-ip_ltm/manuals/product/bigip-fips-thales-11-5-0/1.html
675	WHITEPAPER	www.fiercehealthcare.com/offer/reducing_readmission?source=whitepaper_tab
676	PRODUCT CATEGORY	www.kmart.com/appliances-ranges-electric-ranges/b-1202552710
677	PRODUCT DETAIL	www.amazon.com/Round-Glass-Table-Beveled-Tempered/dp/B00G2V2PGS
678	PRESS RELEASE	www.linguisticsociety.org/news/2015/02/13/indo-european-languages-6500-years-ago
679	WHITEPAPER	www.sans.org/reading-room/whitepapers/auditing/quantitative-risk-analysis-step-by-step-849
680	PRODUCT COMPARISON	www.nerdwallet.com/blog/credit-card-benefits/american-express-delta-reserve-amex-platinum-benefits-showdown/
681	STORE LOCATOR	www.storelocations411.com/qdoba/Lubbock/listing.html
682	PRODUCT CATEGORY	www.walmart.com/c/kp/beach-riding-toys
683	PRODUCT DETAIL	www.slaptheface.com/creams/do-you-know-how-male-enhancement-creams-work-lets-try-to-find-out.html
684	STORE LOCATOR	www.mystore411.com/store/list_city/2331/California/Chula%20Vista/YMCA-store-locations
685	WHITEPAPER	www.findwhitepapers.com/neustar_webmetrics_services
686	PRODUCT CATEGORY	www.amazon.com/b?node=344742011
687	INFOGRAPHIC	pamorama.net/2012/03/31/inbound-marketing-vs-outbound-marketing-infographic/
688	PRODUCT COMPARISON	www.mysupermarket.co.uk/tesco-price-comparison/Fresh_Fish/Tesco_Fish_Counter_Skinless_Boneless_Salmon_Fillet_140g.html
689	STORE LOCATOR	www.search4stores.com/store-locator/amuse/united-states/texas
690	INFOGRAPHIC	blog.hubspot.com/sales/how-to-build-a-business-case-for-crm-infographic
691	DOCUMENTATION	www.w3schools.com/html/html5_intro.asp
692	DOCUMENTATION	www.oracle.com/technetwork/documentation/hsgbu-clinical-407519.html
693	PRODUCT DETAIL	www.bedbathandbeyond.com/store/product/cuisinart-reg-international-chef-crepe-pizzelle-pancake-plus-maker/1044110543
694	PRODUCT CATEGORY	www.mrcoffee.com/specialty/iced-tea-makers/
695	PRODUCT COMPARISON	www.infinitconsulting.com/wp-content/uploads/2013/03/Comparison-of-O365-Small-Business-Midsize-Business-and-Enterprise-plans.docx
696	PRESS RELEASE	www.federalreserve.gov/newsevents/press/orders/20111128b.htm
697	DOCUMENTATION	www.riscosopen.org/wiki/documentation/show/Cortex-A8%20technical%20docs
698	WHITEPAPER	www.ebizq.net/white_papers
699	INFOGRAPHIC	merchantperfect.net/blog/rewards-cards-how-do-they-work-infographic/
700	INFOGRAPHIC	www.referralcandy.com/blog/ultimate-guide-ecommerce-mistakes-marketing-mistakes-infographic/
701	PRODUCT CATEGORY	www.walmart.com/c/kp/travel-voltage-converter
702	PRODUCT DETAIL	store.ancientfaith.com/orthodox-crosses/
703	WHITEPAPER	www.sans.org/reading-room/whitepapers/vpns/prime-numbers-public-key-cryptography-969
704	PRODUCT COMPARISON	www.mysupermarket.co.uk/tesco-price-comparison/Dried_Fruit/Whitworths_Dried_And_Sweetened_Sour_Cherries_75g.html
705	PRODUCT COMPARISON	davidpapp.com/2013/10/09/a-comparison-of-inexpensive-virtual-private-servers-vps-starting-at-only-2/
706	DOCUMENTATION	simcompanion.mscsoftware.com/infocenter/index?page=content&amp;id=DOC9282
707	INFOGRAPHIC	www.bookdepository.com/Infographics-Designers-Sketchbooks-Steven-Heller/9781616892869
708	STORE LOCATOR	www.storelocations411.com/Baton%20Rouge/LA/petco/6857-Siegen-Lane-01414.html
709	STORE LOCATOR	www.yellowpages.com/blacksburg-va/best-buy-store-locations
710	DOCUMENTATION	www.ca.com/us/opscenter/ca-autopilot-for-websphere-mq.aspx
711	WHITEPAPER	www.amazon.co.uk/White-Paper-Carrier-Twisted-Handles/dp/B002LSJFAU
712	PRODUCT COMPARISON	www.mbacrystalball.com/blog/2013/09/14/mba-cost-in-india-usa-europe-comparison/
713	STORE LOCATOR	www.storehoursandlocations.com/cracker-barrel/Gainesville-GA/listings.html
714	STORE LOCATOR	www.mystorelocations.com/western-union/West-Allis-WI/listing.html
715	PRODUCT DETAIL	www.amazon.com/JBL-JRX118S-18-Inch-Continuous-Loudspeaker/dp/B0002MJCKU
716	DOCUMENTATION	myitforum.com/myitforumwp/2011/11/14/system-center-service-manager-2012-documentation-now-available-for-download/
717	STORE LOCATOR	www.mystorelocations.com/play-n-trade/Fort-Wayne/listing.html
718	PRODUCT CATEGORY	www1.americanblinds.com/blinds/interior_shutters/22
719	STORE LOCATOR	storefound.org/giant-pharmacy-store-hours-locations/md/ellicott-city/721962
720	WHITEPAPER	modus-agency.com/ideas/whitepapers/intranetstrategy/
721	INFOGRAPHIC	www.dacast.com/blog/how-to-monetize-online-video-infographic/
722	STORE LOCATOR	storefound.org/cash-store-store-hours-locations
723	PRODUCT CATEGORY	www.walmart.com/c/kp/7-piece-dining-table-set
724	PRODUCT DETAIL	www.rubberstampchamp.com/category.aspx?categoryID=535
725	PRODUCT COMPARISON	www.dps.ny.gov/escoalert.htm
726	STORE LOCATOR	www.timberland.com/utility/store-locator.html
727	PRESS RELEASE	ir.chipotle.com/phoenix.zhtml?c=194775&p=irol-news&nyo=0
728	PRODUCT DETAIL	www.amazon.com/Registration-Insurance-Document-Holder-Wallet/dp/B00B505GSU
729	PRESS RELEASE	www.airbus.com/presscentre/pressreleases/
730	PRESS RELEASE	www1.eeoc.gov/spanish/eeoc/newsroom/release/4-13-15a.cfm
731	WHITEPAPER	www.bizreport.com/whitepapers/small_business_unified_communications_for.html
732	STORE LOCATOR	storefound.org/sephora-store-hours-locations/ny/manhasset/1391460
733	INFOGRAPHIC	unbounce.com/landing-pages/the-complete-guide-infographic/
734	PRODUCT CATEGORY	www1.macys.com/shop/rugs/10x13-rugs?id=35743
735	PRESS RELEASE	www.cdc.gov/nchhstp/newsroom/2013/reasons-razones-press-release.html
736	PRODUCT COMPARISON	shopping.yahoo.com/blu-ray-players/lg--brand/
737	DOCUMENTATION	www.oracle.com/technetwork/documentation/agile-085940.html
738	STORE LOCATOR	www.mystore411.com/store/list_city/42/Utah/Spanish+Fork/Western-Union-store-locations
739	DOCUMENTATION	secure.valcato.com/knowledgebase/118/Download-from-WHMCS-Documentation.html
740	PRODUCT COMPARISON	www.pharmacychecker.com/brand/price-comparison/nexium/40+mg/
741	PRODUCT COMPARISON	www.vortexoptics.com/compare
742	PRODUCT CATEGORY	hip2save.com/2013/02/15/smashbox-anti-shine-only-12-regularly-27-free-sample-free-shipping/
743	PRODUCT CATEGORY	www.walmart.com/c/kp/calcium-citrate
744	INFOGRAPHIC	www.pinterest.com/explore/infographics/
745	PRODUCT CATEGORY	www.yardinflatables.com/Easter-Inflatables_c_11.html
746	PRODUCT CATEGORY	www.menardsonlinecollections.com/main/flooring/vinyl/tiles/c-6619.htm?queryType=storeItems&amp;page=7&amp;ipp=50
747	WHITEPAPER	www.fcbco.com/articles-and-whitepapers/articles/bid/129567/How-to-Make-Vendor-Compliance-Programs-Work-For-You
748	PRODUCT COMPARISON	www.centurylinkdeals.com/internet-resources/dsl-vs-satellite/
749	PRODUCT COMPARISON	www.dailymail.co.uk/news/article-3031013/DirecTV-forced-pull-plug-Rob-Lowe-advertising-campaign-complaint-Comcast-comparison-claims.html
750	PRESS RELEASE	www.defense.gov/News/News-Releases/News-Release-View/Article/605069/statement-from-pentagon-press-secretary-rear-admiral-john-kirby-on-f-35-fleet-g
751	PRODUCT COMPARISON	gadgets.ndtv.com/apple-iphone-5c-1027-vs-samsung-galaxy-s4-542
752	DOCUMENTATION	mahout.apache.org/users/recommender/recommender-documentation.html
753	PRODUCT CATEGORY	pet-express.com/services/crate-calculator/
754	WHITEPAPER	www.cleanlink.com/casestudieswhitepapers/details/Vacuums-Tips-on-How-Often-to-Change-a-HEPA-Filter--24775
755	INFOGRAPHIC	www.adweek.com/socialtimes/infographic-a-visual-guide-to-facebooks-ad-creative-specifications/299485
756	INFOGRAPHIC	www.socialmediatoday.com/content/best-times-post-social-media-infographic
757	PRODUCT DETAIL	www.walmart.com/ip/Little-Bedding-by-NoJo-3-Little-Monkeys-10pc-Nursery-in-a-Bag-Crib-Bedding-Set-Blue/20532368
758	PRESS RELEASE	www.gpo.gov/newsroom-media/press-release1998.htm
759	INFOGRAPHIC	www.circlesstudio.com/blog/science-b2b-online-marketing-infographic/
760	DOCUMENTATION	1000projects.org/online-trading-system-net-project-with-source-code.html
761	PRODUCT DETAIL	www.ar15.com/archive/topic.html?b=1&amp;f=134&amp;t=948945
762	PRESS RELEASE	www.un.org/press/en/content/press-release
763	DOCUMENTATION	developers.facebook.com/docs/marketing-api/guides/lead-ads
764	PRODUCT CATEGORY	www.ortho.com/smg/goprod/ortho-hdm-perimeter-indoor-insect-killer/prod70044
765	PRESS RELEASE	www.millennialmedia.com/pressroom-mobile-news?types=press
766	PRODUCT COMPARISON	www.whirlpool.com/webapp/wcs/stores/servlet/WHRORNCompareProductsDisplay?categoryId=105168&amp;storeId=10211
767	INFOGRAPHIC	www.business2community.com/infographics/8-content-marketing-infographics-every-marketer-must-bookmark-0987506
768	PRODUCT COMPARISON	www.webbikeworld.com/motorcycle-horns/motorcycle-horn-comparison.htm
769	DOCUMENTATION	docs.oracle.com/cd/E18476_01/doc.220/e25258/toc.htm
770	WHITEPAPER	www.techrepublic.com/resource-library/whitepapers/authentication-as-a-service/
771	PRODUCT CATEGORY	brk.co.uk/wp_super_faq/what-is-the-difference-between-photoelectric-and-ionization-smoke-alarms/
772	PRESS RELEASE	www.nsf.gov/news/index.jsp?prio_area=8&org=NSF&page=7
773	PRESS RELEASE	www.caltech.edu/news/caltech-researchers-find-evidence-real-ninth-planet-49523
774	PRESS RELEASE	www.w3.org/Consortium/News/950503.html
775	PRODUCT COMPARISON	www.super-kitchen.com/full-comparison-between-insinkerator-undersink-garbage-disposers/
776	PRODUCT DETAIL	www.marineandreef.com/Best_Hang_On_Protein_Skimmers_Best_Hang_On_Back_Aquarium_s/372.htm
777	PRODUCT COMPARISON	www.cnet.com/products/verizon-jetpack-4g-lte-mobile-hotspot-mifi-4620l-by-novatel-wireless/
778	INFOGRAPHIC	www.practicalecommerce.com/articles/59428-12-Tools-to-Create-Infographics
779	STORE LOCATOR	www.storehoursandlocations.com/tgi-fridays/Sheboygan-WI/listings.html
780	STORE LOCATOR	www.mystorelocations.com/shoe-carnival/New-Jersey/listing.html
781	PRODUCT COMPARISON	www.findyogi.com/cameras/comparison/nikon-coolpix-l620-vs-nikon-coolpix-l820-b95eda_b949be
782	DOCUMENTATION	www.ca.com/us/support/ca-support-online/support-by-product/ca-service-catalog.aspx?d=t&amp;language=en&amp;page=1&amp;type=ALL&amp;typeofcontent=Bookshelves
783	PRODUCT CATEGORY	www.zircon.com/products/products.html
784	DOCUMENTATION	docs.aws.amazon.com/AmazonS3/latest/API/APIRest.html
785	PRESS RELEASE	www.nestleusa.com/media/pressreleases
786	WHITEPAPER	www.dentistryiq.com/articles/2012/07/dental-surface-disinfection-protocols-whitepaper.html
787	STORE LOCATOR	www.thevaporbarstore.com/locations/
788	STORE LOCATOR	storehourslocations.com/sally-beauty-supply-store-hours-locations/california/sacramento/3962640
789	INFOGRAPHIC	leveleleven.com/2015/01/sales-training-numbers-4-quick-stats-infographic/
790	PRODUCT DETAIL	www.lowes.com/pd_89235-72981-980T-SD-DST_0__?productId=3148969
791	PRODUCT DETAIL	www.target.com/p/horrible-bosses-2-extended-cut-2-discs-includes-digital-copy-ultraviolet-blu-ray-dvd/-/A-16979752
792	PRODUCT CATEGORY	www.lampasas.lelandsbarns.com/store/carports
793	DOCUMENTATION	www.orafaq.com/wiki/Exadata
794	DOCUMENTATION	support.newrelic.com/
795	INFOGRAPHIC	superdevresources.com/logo-design-infographics/
796	INFOGRAPHIC	www.mycase.com/blog/2015/02/lawyers-social-media-2015-infographic/
797	PRODUCT DETAIL	www.7bucktees.com/shop/i-eat-bacon-periodically-t-shirt/
798	PRODUCT DETAIL	www.golfsmith.com/search/womens-sweaters-vests
799	PRODUCT CATEGORY	www.sylvania.com/en-us/applications/automotive-lighting-systems/Pages/lrgmain.aspx
800	PRESS RELEASE	www.nsf.gov/news/news_list.jsp?nt=3
801	PRESS RELEASE	www.airbusgroup.com/int/en/news-media/press-releases/Airbus-Group/Financial_Communication/2014/10/20141022_airbus_helicopters_terna_as350b3e.html
802	DOCUMENTATION	www.oracle.com/technetwork/java/javasebusiness/downloads/java-archive-downloads-eedocs-419425.html
803	STORE LOCATOR	storelocations.ae.com/
804	PRESS RELEASE	www.federalreserve.gov/newsevents/press/orders/2011orders.htm
805	INFOGRAPHIC	www.pinterest.com/epinfographics/xmas-recipes-from-europe/
806	PRESS RELEASE	www.justice.gov/archive/opa/pr/2006/August/06_ag_550.html
807	PRODUCT CATEGORY	www.frontgate.com/outdoor-decor-accessories/outdoor-door-mats/seasonal-door-mats/?pageSize=0&amp;pageSizeBottom=0
808	STORE LOCATOR	www.storehoursandlocations.com/golden-corral/Exeter-MO/listings.html
809	STORE LOCATOR	www.storelocations411.com/lenscrafters/Tallahassee/listing.html
810	WHITEPAPER	www.asaecenter.org/Resources/whitepaperdetail.cfm?ItemNumber=24445
811	WHITEPAPER	www.reuters.com/article/us-singapore-population-idUSBRE90S05U20130129
812	STORE LOCATOR	storefound.org/ingram-micro-store-hours-locations/tx/carrollton
813	INFOGRAPHIC	www.weforum.org/agenda/2015/01/infographic-who-is-at-davos-2015/
814	PRODUCT DETAIL	pcpartpicker.com/part/intel-cpu-bx80646i54690
815	DOCUMENTATION	helpx.adobe.com/adobe-media-server/admin-api/topics.html
816	PRODUCT CATEGORY	mccallpattern.mccall.com/costumes-pages-506.php
817	WHITEPAPER	www.techrepublic.com/resource-library/whitepapers/a-survey-of-data-mining-techniques-for-smart-grid-systems/
818	DOCUMENTATION	www.cues.org/scripts/ext3/docs/
819	INFOGRAPHIC	www.scifinow.co.uk/news/wolverines-costume-through-the-years-infographic/
820	WHITEPAPER	www.greenhousedata.com/whitepaper/best-practices-for-data-center-migration
821	PRODUCT DETAIL	www.goodreads.com/book/show/1846.Wild_at_Heart
822	PRODUCT CATEGORY	www.sears.com/search=frost%20free%20chest%20freezers
823	PRODUCT DETAIL	www.bestbuy.com/site/samsung-gear-circle-wireless-headphones-black/1206104.p?id=1219478147279&amp;skuId=1206104
824	DOCUMENTATION	support.attachmate.com/manuals/rsit_win_server.html
825	PRESS RELEASE	www.gpo.gov/newsroom-media/presspage/16presspage04
826	PRODUCT DETAIL	www.amazon.com/Seismic-Audio-Speakers-Textured-Monitors/dp/B002SLJDUM
827	PRODUCT COMPARISON	lifehacker.com/everything-you-need-to-know-about-7-student-loan-repaym-1466213180
828	DOCUMENTATION	www.dcig.com/2008/06/datacenter-management-101-part-iv-documentati.html
829	INFOGRAPHIC	www.entrepreneur.com/article/232985
830	DOCUMENTATION	www.shsfkyy.com/c:/serveradministrator/docs/en/OpenManage_QIG
831	PRODUCT COMPARISON	www.anthem.com/ca/health-insurance/medicare/medicare-advantage-plans/
832	WHITEPAPER	www.ebay.com/bhp/paper-coasters
833	STORE LOCATOR	www.storelocations411.com/San%20Jose/CA/jo-ann-fabrics/4950-Almaden-Expwy-02779.html
834	PRODUCT DETAIL	healthland.time.com/2012/06/04/bed-bugs-vs-bug-bombs-the-bugs-win/
835	STORE LOCATOR	brooklyn.hubbiz.com/store-locator/toys-r-us-locations
836	PRODUCT DETAIL	www.amazon.com/Bazic-3-Ring-Pencil-Window-Assorted/dp/B00275ED2W
837	PRODUCT DETAIL	www.ladyfootlocker.com/_-_/keyword-womens+reebok+traintone+anthlin
838	PRODUCT COMPARISON	midlevelu.com/blog/salary-comparison-np-vs-pa-vs-md
839	DOCUMENTATION	allvideos.fritz-elfert.de/documentation.html
840	INFOGRAPHIC	blog.socious.com/bid/39288/What-is-an-Online-Customer-Community-infographic
841	PRODUCT COMPARISON	www.cnet.com/forums/discussions/best-vhs-to-dvd-converter-585031/
842	PRODUCT CATEGORY	www.walmart.com/c/kp/square-white-plates
843	PRODUCT COMPARISON	www.sc.com/my/credit-cards/credit-card-compare.html
844	PRODUCT DETAIL	www.amazon.com/Faux-Leather-Panel-Pom-Baseball/dp/B0198LPD5I
845	WHITEPAPER	www.projecttimes.com/project-management-white-papers/
846	INFOGRAPHIC	sce.tumblr.com/post/97157345266/infographic-how-to-apply-for-an-edison
847	PRESS RELEASE	www.cdc.gov/nchhstp/newsroom/2013/gonorrhea-treatment-trial-pressrelease.htmlhttp://www.cdc.gov/nchhstp/newsroom/2013/ngmhaad-quotes.html
848	STORE LOCATOR	storelocator.staples.com/stores/en_US/NJ/Bergenfield/0542
849	INFOGRAPHIC	www.codetwo.com/admins-blog/things-you-need-to-know-about-exchange-2016-infographic/
850	PRESS RELEASE	www.federalreserve.gov/boarddocs/press/general/1999/19990806/default.htm
851	PRODUCT CATEGORY	www.lowes.com/Cleaning-Supplies/Floor-Care/Mops/_/N-1z0w5s6/pl
852	PRESS RELEASE	www.w3.org/Press/Releases-2011.html
853	DOCUMENTATION	tibbr.tibcommunity.com/tibbr/#!/messages/60590
854	PRODUCT CATEGORY	www.rugsusa.com/rugsusa/control/style-search/~cid=7017
855	DOCUMENTATION	help.ubuntu.com/community/PostgreSQL
856	WHITEPAPER	www.techrepublic.com/resource-library/whitepapers/measure-help-desk-performance-more-effectively/
857	INFOGRAPHIC	www.adweek.com/socialtimes/social-media-stats-2012/472135
858	PRODUCT DETAIL	www.consumerreports.org/cro/news/2015/03/wireless-blood-pressure-monitors-and-blood-glucose-meters-don-t-measure-up/index.htm
859	PRODUCT COMPARISON	www.pcmag.com/article2/0,2817,2404585,00.asp
860	PRESS RELEASE	www.apple.com/pr/library/2016/03/21Apple-Introduces-9-7-inch-iPad-Pro.html
861	PRODUCT DETAIL	www.abus.com/us/Home-Security/Padlocks/Marine-Outdoor
862	PRODUCT COMPARISON	www.nerdwallet.com/blog/loans/auto-loans/is-aaa-worth-it/
863	INFOGRAPHIC	www.marketingprofs.com/charts/2013/11015/how-social-tools-are-used-in-the-workplace-infographic
864	STORE LOCATOR	storefound.org/office-max-store-hours-locations/fl/pensacola/1156006
865	STORE LOCATOR	storehourslocations.com/earthbound-trading-company-store-hours-locations/texas/hurst/4984474
866	INFOGRAPHIC	www.coolinfographics.com/blog/2014/3/31/map-of-the-internet-20-poster.html
867	INFOGRAPHIC	bgr.com/2013/08/31/wireless-technology-evolution-infographic/
868	INFOGRAPHIC	www.statista.com/chartoftheday/Oil%20and%20Gas%20Industry/
869	DOCUMENTATION	www.twc.state.tx.us/news/efte/i_9_requirements_lists.html
870	STORE LOCATOR	www.express.com/storelocator/store-locator.jsp
871	WHITEPAPER	www.techwr-l.com/archives/0807/techwhirl-0807-00265.html
872	PRODUCT CATEGORY	www.partycity.com/category/weddings/unique+favors/rustic+vintage+favors.do
873	DOCUMENTATION	www-10.lotus.com/ldd/lfwiki.nsf/xpDocViewer.xsp%3FlookupName=Forms+Experience+Builder+8+documentation
874	PRESS RELEASE	news.samsung.com/global/category/press-resources/press-release
875	PRODUCT DETAIL	answers.yahoo.com/question/index?qid=20090225225321AAqJFhK
876	STORE LOCATOR	www.storehoursandlocations.com/BUFFALO/NY/supercuts/2141-elmwood-ave.html
877	PRODUCT CATEGORY	www.harborfreight.com/emergency-crank-radio-flashlight-98319.html
878	STORE LOCATOR	www.hoursguide.com/goodwill-industries-store-hours-locations/wisconsin/brookfield
879	INFOGRAPHIC	www.covers.com/infographics/super-bowl-2011-matchup.aspx
880	STORE LOCATOR	storefound.org/mandee-store-hours-locations/ny/brooklyn/1015182
881	DOCUMENTATION	www.rubydoc.info/github/sparklemotion/nokogiri/Nokogiri/HTML/Document
882	DOCUMENTATION	www.ibm.com/support/docview.wss?uid=swg27009474
883	PRODUCT COMPARISON	www.gizmag.com/xbox-one-vs-playstation-4-specs-comparison/27897/
884	WHITEPAPER	www.informationweek.com/whitepaper/Infrastructure/Network-Systems-Management/network-monitoring-and-troubleshooting-for-dummies-wp1390415896/152703?gset=yes
885	WHITEPAPER	www.atmmarketplace.com/whitepapers/financial-kiosks-transforming-the-customer-experience-in-the-bank-branch/
886	PRODUCT DETAIL	support.apple.com/kb/ta26689
887	DOCUMENTATION	svnbook.red-bean.com/
888	DOCUMENTATION	www.scala-sbt.org/0.13/docs/Library-Management.html
